DATE,TYPE,PID,PARENT,PATH,CMDLINE,SRCIP,SRCPORT,DSTIP,DSTPORT,NETTYPE
02\12\2014-02:42:37:126, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\IME\IMEJP10\IMJPTIP.DLL,,,,,,
02\12\2014-02:42:37:126, PROCESS_MODLOAD,2616,,\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.18201_none_ec80f00e8593ece5\comctl32.dll,,,,,,
02\12\2014-02:42:37:127, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\oleacc.dll,,,,,,
02\12\2014-02:42:37:129, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\IMJP10K.DLL,,,,,,
02\12\2014-02:42:37:150, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\IME\shared\IMETIP.DLL,,,,,,
02\12\2014-02:42:37:151, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\msctf.dll,,,,,,
02\12\2014-02:42:37:151, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\IME\shared\imecfm.dll,,,,,,
02\12\2014-02:42:37:158, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\ieapfltr.dat,,,,,,
02\12\2014-02:42:37:160, PROCESS_MODLOAD,1440,,\Windows\System32\crypt32.dll,,,,,,
02\12\2014-02:42:37:160, PROCESS_MODLOAD,1440,,\Windows\System32\msasn1.dll,,,,,,
02\12\2014-02:42:37:162, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:37:162, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:37:162, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:37:164, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:37:164, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:37:164, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:37:165, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:37:165, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:37:166, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:37:166, PROCESS_MODLOAD,1440,,\Windows\System32\wshqos.dll,,,,,,
02\12\2014-02:42:37:166, PROCESS_MODLOAD,1440,,\Windows\System32\wshqos.dll,,,,,,
02\12\2014-02:42:37:166, PROCESS_MODLOAD,1440,,\Windows\System32\wshqos.dll,,,,,,
02\12\2014-02:42:37:167, PROCESS_MODLOAD,1440,,\Windows\System32\wshqos.dll,,,,,,
02\12\2014-02:42:37:167, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:37:167, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:37:167, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:37:168, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\d3d11.dll,,,,,,
02\12\2014-02:42:37:169, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\d3d10warp.dll,,,,,,
02\12\2014-02:42:37:170, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:37:170, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:37:170, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:37:172, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:37:172, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:37:172, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:37:176, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\msxml6.dll,,,,,,
02\12\2014-02:42:37:179, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\userenv.dll,,,,,,
02\12\2014-02:42:37:180, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\ws2_32.dll,,,,,,
02\12\2014-02:42:37:265, NETWORKV4,2616,,,,192.168.137.69,49442,111.221.74.251,443,6
02\12\2014-02:42:37:266, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\credssp.dll,,,,,,
02\12\2014-02:42:37:267, PROCESS_MODLOAD,2616,,\Windows\SysWOW64\schannel.dll,,,,,,
02\12\2014-02:42:37:272, NETWORKV4,2616,,,,192.168.137.69,49443,111.221.74.251,443,6
02\12\2014-02:42:37:365, PROCESS_MODLOAD,1440,,\Windows\System32\userenv.dll,,,,,,
02\12\2014-02:42:37:367, PROCESS_MODLOAD,1440,,\Windows\System32\linkinfo.dll,,,,,,
02\12\2014-02:42:37:379, PROCESS_QUIT,2616,,,,,,,,
02\12\2014-02:42:37:530, NETWORKV4,1440,,,,192.168.137.69,49441,144.76.252.231,80,6
02\12\2014-02:42:37:543, NETWORKV4,1440,,,,192.168.137.69,49440,144.76.252.231,80,6
02\12\2014-02:42:37:901, PROCESS_MODLOAD,1440,,\Windows\System32\bcrypt.dll,,,,,,
02\12\2014-02:42:37:902, PROCESS_MODLOAD,1440,,\Windows\System32\bcryptprimitives.dll,,,,,,
02\12\2014-02:42:37:922, PROCESS_QUIT,1440,,,,,,,,
02\12\2014-02:42:41:381, PROCESS_QUIT,2628,,,,,,,,
02\12\2014-02:42:50:756, NETWORKV4,904,,,,192.168.137.69,68,192.168.137.1,67,17
02\12\2014-02:42:50:759, NETWORKV4,904,,,,255.255.255.255,68,192.168.137.1,67,17
02\12\2014-02:42:50:764, NETWORKV6,4,,,,fe80:0:0:0:adc4:ee03:c46e:8a0f,143,ff02:0:0:0:0:0:0:16,0,58
02\12\2014-02:42:50:764, NETWORKV4,4,,,,192.168.137.69,0,224.0.0.22,0,2
02\12\2014-02:42:50:772, NETWORKV6,1084,,,,fe80:0:0:0:adc4:ee03:c46e:8a0f,61932,ff02:0:0:0:0:0:1:3,5355,17
02\12\2014-02:42:50:772, NETWORKV4,1084,,,,192.168.137.69,51488,224.0.0.252,5355,17
02\12\2014-02:42:51:35, NETWORKV4,1588,,,,127.0.0.1,52938,239.255.255.250,1900,17
02\12\2014-02:42:51:35, NETWORKV4,1588,,,,239.255.255.250,1900,127.0.0.1,52938,17
02\12\2014-02:42:54:01, PROCESS_LAUNCH,2716,752,\??\C:\Program Files\Internet Explorer\iexplore.exe,C:\Program Files\Internet Explorer\iexplore.exe -Embedding,,,,,
02\12\2014-02:42:54:01, PROCESS_MODLOAD,2716,,\Device\HarddiskVolume2\Program Files\Internet Explorer\iexplore.exe,,,,,,
02\12\2014-02:42:54:01, PROCESS_MODLOAD,2716,,\SystemRoot\System32\ntdll.dll,,,,,,
02\12\2014-02:42:54:17, PROCESS_MODLOAD,2716,,\Windows\System32\kernel32.dll,,,,,,
02\12\2014-02:42:54:17, PROCESS_MODLOAD,2716,,\Windows\System32\KernelBase.dll,,,,,,
02\12\2014-02:42:54:18, PROCESS_MODLOAD,2716,,\Windows\System32\user32.dll,,,,,,
02\12\2014-02:42:54:19, PROCESS_MODLOAD,2716,,\Windows\System32\gdi32.dll,,,,,,
02\12\2014-02:42:54:19, PROCESS_MODLOAD,2716,,\Windows\System32\lpk.dll,,,,,,
02\12\2014-02:42:54:19, PROCESS_MODLOAD,2716,,\Windows\System32\usp10.dll,,,,,,
02\12\2014-02:42:54:19, PROCESS_MODLOAD,2716,,\Windows\System32\msvcrt.dll,,,,,,
02\12\2014-02:42:54:20, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-advapi32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:20, PROCESS_MODLOAD,2716,,\Windows\System32\advapi32.dll,,,,,,
02\12\2014-02:42:54:20, PROCESS_MODLOAD,2716,,\Windows\System32\sechost.dll,,,,,,
02\12\2014-02:42:54:20, PROCESS_MODLOAD,2716,,\Windows\System32\rpcrt4.dll,,,,,,
02\12\2014-02:42:54:20, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-shell32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:20, PROCESS_MODLOAD,2716,,\Windows\System32\shell32.dll,,,,,,
02\12\2014-02:42:54:21, PROCESS_MODLOAD,2716,,\Windows\System32\shlwapi.dll,,,,,,
02\12\2014-02:42:54:21, PROCESS_MODLOAD,2716,,\Windows\System32\iertutil.dll,,,,,,
02\12\2014-02:42:54:21, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-version-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:21, PROCESS_MODLOAD,2716,,\Windows\System32\version.dll,,,,,,
02\12\2014-02:42:54:22, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-user32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:22, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-normaliz-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:22, PROCESS_MODLOAD,2716,,\Windows\System32\normaliz.dll,,,,,,
02\12\2014-02:42:54:22, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-shlwapi-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:23, PROCESS_MODLOAD,2716,,\Windows\System32\imm32.dll,,,,,,
02\12\2014-02:42:54:23, PROCESS_MODLOAD,2716,,\Windows\System32\msctf.dll,,,,,,
02\12\2014-02:42:54:25, PROCESS_MODLOAD,2716,,\Windows\System32\cryptbase.dll,,,,,,
02\12\2014-02:42:54:26, PROCESS_MODLOAD,2716,,\Windows\System32\ieframe.dll,,,,,,
02\12\2014-02:42:54:27, PROCESS_MODLOAD,2716,,\Windows\System32\ole32.dll,,,,,,
02\12\2014-02:42:54:27, PROCESS_MODLOAD,2716,,\Windows\System32\oleaut32.dll,,,,,,
02\12\2014-02:42:54:28, PROCESS_MODLOAD,2716,,\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll,,,,,,
02\12\2014-02:42:54:30, PROCESS_MODLOAD,2716,,\Program Files\Internet Explorer\IEShims.dll,,,,,,
02\12\2014-02:42:54:31, PROCESS_MODLOAD,2716,,\Windows\System32\comdlg32.dll,,,,,,
02\12\2014-02:42:54:32, PROCESS_MODLOAD,2716,,\Windows\System32\uxtheme.dll,,,,,,
02\12\2014-02:42:54:33, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-ole32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:36, PROCESS_MODLOAD,2716,,\Windows\System32\urlmon.dll,,,,,,
02\12\2014-02:42:54:36, PROCESS_MODLOAD,2716,,\Windows\System32\wininet.dll,,,,,,
02\12\2014-02:42:54:37, PROCESS_MODLOAD,2716,,\Windows\System32\dwmapi.dll,,,,,,
02\12\2014-02:42:54:38, PROCESS_MODLOAD,2716,,\Program Files\Internet Explorer\sqmapi.dll,,,,,,
02\12\2014-02:42:54:39, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-advapi32-l2-1-0.dll,,,,,,
02\12\2014-02:42:54:41, PROCESS_MODLOAD,2716,,\Windows\System32\api-ms-win-downlevel-shlwapi-l2-1-0.dll,,,,,,
02\12\2014-02:42:54:42, PROCESS_MODLOAD,2716,,\Windows\System32\profapi.dll,,,,,,
02\12\2014-02:42:54:44, PROCESS_MODLOAD,2716,,\Windows\System32\secur32.dll,,,,,,
02\12\2014-02:42:54:44, PROCESS_MODLOAD,2716,,\Windows\System32\sspicli.dll,,,,,,
02\12\2014-02:42:54:47, PROCESS_MODLOAD,2716,,\Windows\System32\ws2_32.dll,,,,,,
02\12\2014-02:42:54:47, PROCESS_MODLOAD,2716,,\Windows\System32\nsi.dll,,,,,,
02\12\2014-02:42:54:48, PROCESS_MODLOAD,2716,,\Windows\System32\winhttp.dll,,,,,,
02\12\2014-02:42:54:48, PROCESS_MODLOAD,2716,,\Windows\System32\webio.dll,,,,,,
02\12\2014-02:42:54:49, PROCESS_MODLOAD,2716,,\Windows\System32\mswsock.dll,,,,,,
02\12\2014-02:42:54:50, PROCESS_MODLOAD,2716,,\Windows\System32\wship6.dll,,,,,,
02\12\2014-02:42:54:50, PROCESS_MODLOAD,2716,,\Windows\System32\IPHLPAPI.DLL,,,,,,
02\12\2014-02:42:54:50, PROCESS_MODLOAD,2716,,\Windows\System32\winnsi.dll,,,,,,
02\12\2014-02:42:54:51, PROCESS_MODLOAD,2716,,\Windows\System32\clbcatq.dll,,,,,,
02\12\2014-02:42:54:51, PROCESS_MODLOAD,2716,,\Windows\System32\netprofm.dll,,,,,,
02\12\2014-02:42:54:52, PROCESS_MODLOAD,2716,,\Windows\System32\nlaapi.dll,,,,,,
02\12\2014-02:42:54:53, PROCESS_MODLOAD,2716,,\Windows\System32\cryptsp.dll,,,,,,
02\12\2014-02:42:54:59, PROCESS_MODLOAD,2716,,\Windows\System32\rsaenh.dll,,,,,,
02\12\2014-02:42:54:60, PROCESS_MODLOAD,2716,,\Windows\System32\RpcRtRemote.dll,,,,,,
02\12\2014-02:42:54:63, PROCESS_MODLOAD,2716,,\Windows\System32\npmproxy.dll,,,,,,
02\12\2014-02:42:54:68, PROCESS_MODLOAD,2716,,\Windows\System32\WSHTCPIP.DLL,,,,,,
02\12\2014-02:42:54:68, PROCESS_MODLOAD,2716,,\Windows\System32\dnsapi.dll,,,,,,
02\12\2014-02:42:54:69, PROCESS_MODLOAD,2716,,\Windows\System32\rasadhlp.dll,,,,,,
02\12\2014-02:42:54:70, NETWORKV4,1084,,,,192.168.137.69,59713,192.168.137.1,53,17
02\12\2014-02:42:54:73, PROCESS_MODLOAD,2716,,\Windows\System32\FWPUCLNT.DLL,,,,,,
02\12\2014-02:42:54:80, PROCESS_MODLOAD,2716,,\Program Files\Internet Explorer\ieproxy.dll,,,,,,
02\12\2014-02:42:54:103, PROCESS_MODLOAD,2144,,\Program Files\Internet Explorer\iexplore.exe,,,,,,
02\12\2014-02:42:54:103, PROCESS_MODLOAD,2144,,\Program Files\Internet Explorer\iexplore.exe,,,,,,
02\12\2014-02:42:54:106, PROCESS_LAUNCH,2692,2716,\??\C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE,C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE SCODEF:2716 CREDAT:267521 /prefetch:2,,,,,
02\12\2014-02:42:54:108, PROCESS_MODLOAD,2716,,\Windows\System32\apphelp.dll,,,,,,
02\12\2014-02:42:54:108, PROCESS_MODLOAD,2692,,\Device\HarddiskVolume2\Program Files (x86)\Internet Explorer\iexplore.exe,,,,,,
02\12\2014-02:42:54:108, PROCESS_MODLOAD,2692,,\SystemRoot\System32\ntdll.dll,,,,,,
02\12\2014-02:42:54:108, PROCESS_MODLOAD,2692,,\SystemRoot\SysWOW64\ntdll.dll,,,,,,
02\12\2014-02:42:54:109, PROCESS_MODLOAD,2692,,\Windows\System32\wow64.dll,,,,,,
02\12\2014-02:42:54:109, PROCESS_MODLOAD,2692,,\Windows\System32\wow64win.dll,,,,,,
02\12\2014-02:42:54:110, PROCESS_MODLOAD,2692,,\Windows\System32\wow64cpu.dll,,,,,,
02\12\2014-02:42:54:110, PROCESS_MODLOAD,2692,,\Windows\System32\kernel32.dll,,,,,,
02\12\2014-02:42:54:110, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\kernel32.dll,,,,,,
02\12\2014-02:42:54:110, PROCESS_MODLOAD,2692,,\Windows\System32\kernel32.dll,,,,,,
02\12\2014-02:42:54:110, PROCESS_MODLOAD,2692,,\Windows\System32\user32.dll,,,,,,
02\12\2014-02:42:54:111, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\kernel32.dll,,,,,,
02\12\2014-02:42:54:111, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\KernelBase.dll,,,,,,
02\12\2014-02:42:54:112, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\msvcrt.dll,,,,,,
02\12\2014-02:42:54:112, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-advapi32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:112, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\advapi32.dll,,,,,,
02\12\2014-02:42:54:112, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\sechost.dll,,,,,,
02\12\2014-02:42:54:113, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\rpcrt4.dll,,,,,,
02\12\2014-02:42:54:113, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\sspicli.dll,,,,,,
02\12\2014-02:42:54:113, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\cryptbase.dll,,,,,,
02\12\2014-02:42:54:113, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\iertutil.dll,,,,,,
02\12\2014-02:42:54:113, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-version-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\version.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2716,,\Windows\System32\ieui.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-user32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\user32.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\gdi32.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\lpk.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\usp10.dll,,,,,,
02\12\2014-02:42:54:114, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-normaliz-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:115, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\normaliz.dll,,,,,,
02\12\2014-02:42:54:115, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-shlwapi-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:115, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\shlwapi.dll,,,,,,
02\12\2014-02:42:54:116, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\imm32.dll,,,,,,
02\12\2014-02:42:54:116, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\msctf.dll,,,,,,
02\12\2014-02:42:54:120, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-shell32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:120, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\shell32.dll,,,,,,
02\12\2014-02:42:54:125, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\ieframe.dll,,,,,,
02\12\2014-02:42:54:126, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\ole32.dll,,,,,,
02\12\2014-02:42:54:126, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\oleaut32.dll,,,,,,
02\12\2014-02:42:54:128, PROCESS_MODLOAD,2692,,\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\comctl32.dll,,,,,,
02\12\2014-02:42:54:131, PROCESS_MODLOAD,2692,,\Program Files (x86)\Internet Explorer\IEShims.dll,,,,,,
02\12\2014-02:42:54:131, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\comdlg32.dll,,,,,,
02\12\2014-02:42:54:139, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-ole32-l1-1-0.dll,,,,,,
02\12\2014-02:42:54:144, PROCESS_MODLOAD,2716,,\Windows\System32\WindowsCodecs.dll,,,,,,
02\12\2014-02:42:54:146, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\uxtheme.dll,,,,,,
02\12\2014-02:42:54:146, PROCESS_MODLOAD,2716,,\Windows\System32\oleacc.dll,,,,,,
02\12\2014-02:42:54:154, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\wininet.dll,,,,,,
02\12\2014-02:42:54:155, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\secur32.dll,,,,,,
02\12\2014-02:42:54:159, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\urlmon.dll,,,,,,
02\12\2014-02:42:54:163, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\ws2_32.dll,,,,,,
02\12\2014-02:42:54:163, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\nsi.dll,,,,,,
02\12\2014-02:42:54:165, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\winhttp.dll,,,,,,
02\12\2014-02:42:54:166, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\webio.dll,,,,,,
02\12\2014-02:42:54:167, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\mswsock.dll,,,,,,
02\12\2014-02:42:54:168, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-advapi32-l2-1-0.dll,,,,,,
02\12\2014-02:42:54:168, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\wship6.dll,,,,,,
02\12\2014-02:42:54:169, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\IPHLPAPI.DLL,,,,,,
02\12\2014-02:42:54:169, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\winnsi.dll,,,,,,
02\12\2014-02:42:54:174, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\cryptsp.dll,,,,,,
02\12\2014-02:42:54:182, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\rsaenh.dll,,,,,,
02\12\2014-02:42:54:183, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\RpcRtRemote.dll,,,,,,
02\12\2014-02:42:54:186, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\clbcatq.dll,,,,,,
02\12\2014-02:42:54:187, PROCESS_MODLOAD,2692,,\Program Files (x86)\Internet Explorer\ieproxy.dll,,,,,,
02\12\2014-02:42:54:187, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\api-ms-win-downlevel-shlwapi-l2-1-0.dll,,,,,,
02\12\2014-02:42:54:197, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\ieui.dll,,,,,,
02\12\2014-02:42:54:201, PROCESS_MODLOAD,2716,,\Windows\System32\ExplorerFrame.dll,,,,,,
02\12\2014-02:42:54:203, PROCESS_MODLOAD,2716,,\Windows\System32\duser.dll,,,,,,
02\12\2014-02:42:54:203, PROCESS_MODLOAD,2716,,\Windows\System32\dui70.dll,,,,,,
02\12\2014-02:42:54:207, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\mshtml.dll,,,,,,
02\12\2014-02:42:54:214, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\dwmapi.dll,,,,,,
02\12\2014-02:42:54:216, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\d2d1.dll,,,,,,
02\12\2014-02:42:54:218, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\DWrite.dll,,,,,,
02\12\2014-02:42:54:218, PROCESS_MODLOAD,2692,,\Program Files (x86)\Internet Explorer\sqmapi.dll,,,,,,
02\12\2014-02:42:54:220, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\dxgi.dll,,,,,,
02\12\2014-02:42:54:223, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:54:223, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:54:224, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:54:226, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\wintrust.dll,,,,,,
02\12\2014-02:42:54:227, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\crypt32.dll,,,,,,
02\12\2014-02:42:54:227, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\msasn1.dll,,,,,,
02\12\2014-02:42:54:228, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\setupapi.dll,,,,,,
02\12\2014-02:42:54:228, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\cfgmgr32.dll,,,,,,
02\12\2014-02:42:54:229, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\devobj.dll,,,,,,
02\12\2014-02:42:54:257, PROCESS_MODLOAD,2716,,\Windows\System32\sxs.dll,,,,,,
02\12\2014-02:42:54:266, PROCESS_MODLOAD,2716,,\Windows\System32\setupapi.dll,,,,,,
02\12\2014-02:42:54:266, PROCESS_MODLOAD,2716,,\Windows\System32\cfgmgr32.dll,,,,,,
02\12\2014-02:42:54:266, PROCESS_MODLOAD,2716,,\Windows\System32\devobj.dll,,,,,,
02\12\2014-02:42:54:267, PROCESS_MODLOAD,2716,,\Windows\System32\propsys.dll,,,,,,
02\12\2014-02:42:54:267, PROCESS_MODLOAD,2716,,\Windows\System32\ntmarta.dll,,,,,,
02\12\2014-02:42:54:267, PROCESS_MODLOAD,2716,,\Windows\System32\Wldap32.dll,,,,,,
02\12\2014-02:42:54:275, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\sxs.dll,,,,,,
02\12\2014-02:42:54:288, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\propsys.dll,,,,,,
02\12\2014-02:42:54:291, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\dnsapi.dll,,,,,,
02\12\2014-02:42:54:294, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\wininet.dll,,,,,,
02\12\2014-02:42:54:295, PROCESS_MODLOAD,2716,,\Windows\System32\dhcpcsvc6.dll,,,,,,
02\12\2014-02:42:54:295, NETWORKV4,1084,,,,192.168.137.69,64149,192.168.137.1,53,17
02\12\2014-02:42:54:295, PROCESS_MODLOAD,2716,,\Windows\System32\dhcpcsvc.dll,,,,,,
02\12\2014-02:42:54:296, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\apphelp.dll,,,,,,
02\12\2014-02:42:54:296, NETWORKV6,1084,,,,fe80:0:0:0:adc4:ee03:c46e:8a0f,64546,ff02:0:0:0:0:0:1:3,5355,17
02\12\2014-02:42:54:296, NETWORKV4,1084,,,,192.168.137.69,54998,224.0.0.252,5355,17
02\12\2014-02:42:54:297, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\ieframe.dll,,,,,,
02\12\2014-02:42:54:300, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\profapi.dll,,,,,,
02\12\2014-02:42:54:319, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\WSHTCPIP.DLL,,,,,,
02\12\2014-02:42:54:320, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\FWPUCLNT.DLL,,,,,,
02\12\2014-02:42:54:321, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\rasadhlp.dll,,,,,,
02\12\2014-02:42:54:354, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\wshqos.dll,,,,,,
02\12\2014-02:42:54:354, PROCESS_MODLOAD,2692,,\Windows\SysWOW64\wshqos.dll,,,,,,
